Item #,Description,Vendor Name,class,Full Case Qty
81402,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81403,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81404,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81405,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81417,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81418,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81471,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81472,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81473,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81474,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81479,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81483,IBI Inquiry HIS Steerable     Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81484,IBI Inquiry HIS Steerable     Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81485,IBI Inquiry HIS Steerable     Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81504,IBI Inquiry Bi-Directional    Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81520,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81524,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81530,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81531,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81532,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81534,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81537,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81540,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81542,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81543,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81545,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81587,IBI A-Focus II Steerable      Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81594,IBI A-Focus II Steerable      Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81595,IBI A-Focus II Steerable      Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81596,IBI A-Focus II Steerable      Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81659,IBI Optima Steerable Lasso    Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81673,IBI A-Focus II Steerable      Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81674,IBI A-Focus I Steerable       Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81680,IBI A-Focus II Steerable      Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81683,IBI Optima Steerable Lasso    Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81687,IBI Optima Steerable Lasso    Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81717,IBI Optima Steerable Lasso    Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81721,IBI Inquiry Soft Tip SteerableDiagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81730,IBI Inquiry Soft Tip SteerableDiagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81735,IBI Inquiry Soft Tip SteerableDiagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81743,IBI Inquiry Soft Tip SteerableDiagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81767,IBI Optima Steerable Lasso    Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81801,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81802,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81807,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81809,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81871,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81872,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81879,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81945,IBI Inquiry Soft Tip SteerableDiagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
81947,IBI Inquiry Soft Tip SteerableDiagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
85930,IBI Inquiry                   Diagnostic Connecting Cables  ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
85931,IBI Inquiry                   Diagnostic Connecting Cables  ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
85953,IBI Inquiry                   Diagnostic Connecting Cables  ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
85954,IBI Inquiry                   Diagnostic Connecting Cables  ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
87000,IBI Inquiry Steerable         Diagnostic EP Catheter        ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
D087022,Inquiry AFocus II EB          EP Catheter                   ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
D087023,Inquiry AFocus II EB          EP Catheter                   ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
D087024,Inquiry AFocus II EB          EP Catheter                   ,Irvine Biomedical Inc.                  ,EP Catheters & Cables,1
041002JM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041002UM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041005DM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041005JM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041005UM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
04120DS,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
04121JM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
04122JM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
04122UM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
04125JM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
04125UM,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041265CS,Medtronic Torqr CS Fixed CurveDiagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041290CS,Medtronic Torqr CS Fixed CurveDiagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
04130DS,Medtronic Torqr Fixed Curve   Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041565CS,Medtronic Torqr CS Fixed CurveDiagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041590CS,Medtronic Torqr CS Fixed CurveDiagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041865CS,Medtronic Torqr CS Fixed CurveDiagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
041890CS,Medtronic Torqr CS Fixed CurveDiagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
043302M,Medtronic Marinr CS Steerable Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
043325M,Medtronic Marinr CS Steerable Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
043328M,Medtronic Marinr CS Steerable Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
05106S,Reusable Ablation Cable       Lemo 10-Pin to Redel 10-Pin   ,Medtronic                               ,EP Catheters & Cables,1
05116,Reusable Ablation Cable       Lemo 10-Pin to Redel 10-Pin   ,Medtronic                               ,EP Catheters & Cables,1
05504SP,"Catheter Connecting Cable,    4 Conductor                   ",Medtronic                               ,EP Catheters & Cables,1
05508SP,Diagnostic Connecting Cable    Shrouded 4 Pin               ,Medtronic                               ,EP Catheters & Cables,1
05518SP,EP Catheter Connecting Cable  10 Conductor                  ,Medtronic                               ,EP Catheters & Cables,1
072302,Medtronic Marinr Steerable    Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
072322M,Medtronic Marinr Steerable    Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
072402,Medtronic Marinr Steerable    Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
2ACHC,Achieve Cable                 Gray 10 Pin                   ,Medtronic                               ,EP Catheters & Cables,1
44216J,Medtronic Soloist Fixed Curve Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
44216JF,Medtronic Soloist Fixed Curve Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
442216J,Medtronic Soloist Fixed Curve Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
44516J,Medtronic Soloist Fixed Curve Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
44516U,Medtronic Soloist Fixed Curve Diagnostic EP Catheter        ,Medtronic                               ,EP Catheters & Cables,1
990066,Achieve Cable                 Gray 8-Pin                    ,Medtronic                               ,EP Catheters & Cables,1
401150,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401154,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401155,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401156,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401157,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401158,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401206,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401207,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401209,Daig Response Fixed Curve     Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
